"/g/1172hxxrk"	"traditional sport"	Karate: self-defense &amp; traditional sport forms
"/g/1172hxxrk"	"traditional sport"	Karate: self-defense &amp; traditional sport forms
"/g/11jwzh3_l"	"volcanic landform"	
"/g/11jxkqbpp"	"mountainous landforms"	
"/g/11jy976z6"	"small terrier"	
"/g/11k2xz7mr"	"meteorological phenomenon"	Brookings effect
"/g/11k38drqt"	"grilled food"	
"/g/121sl9wl"	"jaguar s-type"	Jaguar S-Type and 420
"/g/12233hjw"	"classic"	Mesoamerica
"/g/1261x0jn3"	"baby products"	Philips AVENT
"/g/1q5yy2zkf"	"hairless cat"	Sphynx cat
"/m/010dmf"	"isle of man tt"	Isle of Man
"/m/010jjr"	"amusement park"	Lagoon
"/m/010l12"	"roller coaster"	Boomerang
"/m/0117z"	"air show"	Paris Air Show
"/m/0118ms9c"	"reflex camera"	Still camera
"/m/011_dp"	"skin-head percussion instrument"	
"/m/011_f4"	"string instrument"	National String Instrument Corporation
"/m/011_g9"	"wind instrument"	The amateur wind instrument maker
"/m/011_lb"	"vespa"	Bruno Vespa
"/m/011_xr"	"azalea"	Iggy Azalea
"/m/011jbn"	"gourd"	Calabash
"/m/011jxn"	"lasagne"	Lasagne
"/m/011k_j"	"timpani"	Timpani Records
"/m/011l1"	"afghan hound"	Afghan Hound
"/m/011l78"	"team"	England national football team
"/m/011lh"	"azawakh"	Azawakh
"/m/011ljn"	"velvet"	The Velvet Underground
"/m/011lx"	"acrylic paint"	Acrylic Paint Course
"/m/011s0"	"advertising"	Yahoo!
"/m/011v5tq3"	"media player"	House Media Player
"/m/011xdj"	"meringue"	Meringue
"/m/011xz6"	"acura"	Acura
"/m/011y23"	"stained glass"	Stained Glass
"/m/011yvr"	"plantation"	Plantation
"/m/012015"	"stone tool"	Tisza culture
"/m/012047"	"narcissus"	Daffodil
"/m/01205h"	"ferret"	Ferret
"/m/012074"	"magpie"	Magpie
"/m/0120dh"	"sea turtle"	Leatherback sea turtle
"/m/0121d8"	"historic house"	Lefferts Historic House
"/m/0121tl"	"electronic instrument"	Outland 2
"/m/01224j"	"hearth"	Plow &amp; Hearth Inc
"/m/01226z"	"football"	NFL
"/m/0122b5"	"newsprint"	Tamil Nadu Newsprint and Papers Limited
"/m/0123gb"	"egret"	Great egret
"/m/01240d"	"tuber"	Truffle
"/m/0125ny"	"lake district"	Lake District
"/m/0126gc"	"reindeer"	Reindeer
"/m/0127_k"	"spark plug"	NGK
"/m/0127n5"	"mussel"	Mussel
"/m/01280g"	"wildlife"	World Wide Fund for Nature
"/m/01295w"	"galliformes"	Galliformes
"/m/0129nn"	"rook"	Rook
"/m/012blf"	"icelandic sheepdog"	Icelandic Sheepdog
"/m/012c4n"	"cucurbita"	Cucurbita
"/m/012c9l"	"domestic short-haired cat"	Cats 101
"/m/012cc2"	"russian blue"	Russian Blue
"/m/012ckm"	"bonfire"	Bonfire
"/m/012d_c"	"blacksmith"	Blacksmith lapwing
"/m/012f08"	"motor vehicle"	Dodge
"/m/012gxj"	"gazelle"	Gazelle
"/m/012h24"	"comics"	DC Comics
"/m/012hvb"	"corset"	Kate Winslet
"/m/012jg5"	"manx"	Manx cat
"/m/012jh9"	"scottish fold"	Scottish Fold
"/m/012k6q"	"ocicat"	Ocicat
"/m/012lk9"	"player piano"	Player Piano
"/m/012lnv"	"himalayan"	Himalayas
"/m/012lr2"	"devon rex"	Devon Rex
"/m/012ltm"	"birman"	Birman
"/m/012m47"	"chinese new year"	Chinese new year flower
"/m/012mj"	"alcoholic beverage"	Beer
"/m/012mq4"	"sports car"	Mid-Ohio Sports Car Course
"/m/012mqx"	"iceberg"	Sinking of the RMS Titanic
"/m/012n4x"	"firefighter"	Dallas
"/m/012n7d"	"ambulance"	AFS Intercultural Programs
"/m/012n91"	"emergency service"	State Emergency Service
"/m/012ndj"	"fire apparatus"	Seagrave Fire Apparatus
"/m/012q9c"	"bodyguard"	The Bodyguard: Original Soundtrack Album
"/m/012q_x"	"coast guard"	United States Coast Guard
"/m/012qdp"	"military officer"	French Army
"/m/012qyb"	"barber"	The Barber of Seville
"/m/012rvq"	"reconnaissance"	United States Marine Corps Force Reconnaissance
"/m/012sbd"	"tournament"	UEFA Euro 2016
"/m/012shk"	"seabird"	Seabird
"/m/012t_z"	"businessperson"	Businessperson
"/m/012tq3"	"republic p-47 thunderbolt"	Republic P-47 Thunderbolt
"/m/012v4j"	"hiking"	APO Hiking Society
"/m/012v6r"	"sikorsky sh-3 sea king"	Sikorsky SH-3 Sea King
"/m/012v8q"	"bog"	Vaccinium uliginosum
"/m/012vt9"	"flautist"	Flautist
"/m/012vv0"	"violist"	Violist
"/m/012vzz"	"plant pathology"	Plant Pathology, Fifth Edition
"/m/012w5l"	"ladder"	Jacob's Ladder
"/m/012wds"	"schutzhund"	Giant Schnauzer
"/m/012ww9"	"archaeological site"	Carthage
"/m/012x5p"	"bento"	Bento
"/m/012x6l"	"laundry"	Starch
"/m/012x_7"	"osechi"	Osechi
"/m/012x_n"	"okonomiyaki"	Okonomiyaki
"/m/012xb8"	"nabemono"	Nabemono
"/m/012xff"	"toothbrush"	Salvadora persica
"/m/012xhn"	"slam dunk"	Slam Dunk
"/m/012xxq"	"onigiri"	Onigiri
"/m/012xzr"	"tempura"	Tempura
"/m/012y1_"	"soba"	Soba
"/m/012zzh"	"somali"	Somalia
"/m/01305f"	"condor"	Focke-Wulf Fw 200 Condor
"/m/0130jx"	"sink"	Robert Sink
"/m/0132vv"	"american bobtail"	American Bobtail
"/m/0132wl"	"japanese bobtail"	Japanese Bobtail
"/m/0132x9"	"kakigåri"	
"/m/0133d8"	"porsche cayenne"	Porsche
"/m/0134l"	"autumn"	Autumn
"/m/01350r"	"performance art"	Performance art
"/m/0137k8"	"boeing 737"	Boeing 737
"/m/0138tl"	"toy"	Toy Story
"/m/013992"	"lathe"	Aylesford
"/m/01399x"	"pipe organ"	Wurlitzer
"/m/013_1c"	"statue"	Statue of Liberty
"/m/013__5"	"leek"	Leek
"/m/013btk"	"lark"	Lark
"/m/013c1m"	"mcdonnell douglas dc-10"	McDonnell Douglas DC-10
